时间	开盘	最高	最低	收盘	涨幅	振幅	总手	金额	换手%	成交次数
"2013-03-21,四"	2621	2633	2604	2617	0.27%	1.11%	"646,577"	"508,153,460,000"	--	0
"2013-03-22,五"	2613.2	2634.8	2607.6	2625.8	0.34%	1.04%	"702,983"	"552,776,690,000"	--	0
"2013-03-25,一"	2630.2	2652.8	2609	2622.6	-0.12%	1.67%	"735,213"	"578,871,820,000"	--	0
"2013-03-26,二"	2617	2617.4	2553	2572.4	-1.91%	2.46%	"813,445"	"629,311,040,000"	--	0
"2013-03-27,三"	2578.8	2617.8	2562	2573.6	0.05%	2.17%	"854,050"	"663,003,550,000"	--	0
"2013-03-28,四"	2566	2566.8	2492.6	2506.8	-2.60%	2.88%	"733,851"	"553,125,790,000"	--	0
"2013-03-29,五"	2501.4	2515.4	2482	2483.8	-0.92%	1.33%	"604,019"	"453,263,680,000"	--	0
"2013-04-01,一"	2481.2	2512.2	2471.2	2483.2	-0.02%	1.65%	"686,779"	"513,349,310,000"	--	0
"2013-04-02,二"	2490	2529	2467	2505.8	0.91%	2.50%	"897,398"	"671,644,420,000"	--	0
"2013-04-03,三"	2502.2	2515	2474.4	2478.6	-1.09%	1.62%	"779,825"	"583,407,700,000"	--	0
"2013-04-08,一"	2450	2478	2435.2	2463.8	-0.60%	1.73%	"657,765"	"485,296,030,000"	--	0
"2013-04-09,二"	2473	2511.6	2471	2480.6	0.68%	1.65%	"823,777"	"615,165,710,000"	--	0
"2013-04-10,三"	2485.6	2491.2	2464	2481	0.02%	1.10%	"659,770"	"490,859,840,000"	--	0
"2013-04-11,四"	2493.8	2512	2465.4	2472.4	-0.35%	1.88%	"662,650"	"494,316,510,000"	--	0
"2013-04-12,五"	2474.4	2482	2454	2461.8	-0.43%	1.13%	"578,596"	"428,381,040,000"	--	0
"2013-04-15,一"	2442.8	2463.8	2422.6	2441.2	-0.84%	1.67%	"611,821"	"447,342,580,000"	--	0
"2013-04-16,二"	2426.4	2457.6	2417.2	2450	0.36%	1.65%	"675,784"	"493,764,430,000"	--	0
"2013-04-17,三"	2457	2459.6	2428.2	2454	0.16%	1.28%	"539,176"	"395,558,210,000"	--	0
"2013-04-18,四"	2436.2	2479.6	2424.2	2459.8	0.24%	2.26%	"232,529"	"171,126,770,000"	--	0
"2013-04-19,五"	2463.6	2530.8	2463.4	2528.2	2.78%	2.74%	"65,061"	"48,734,521,000"	--	0
"2013-04-22,一"	2526.8	2543	2521	2531.8	0.14%	0.87%	"470,977"	"357,566,910,000"	--	0
"2013-04-23,二"	2534.8	2540.8	2440.8	2448.4	-3.29%	3.95%	"683,054"	"506,747,560,000"	--	0
"2013-04-24,三"	2459.6	2514.4	2443.6	2492.6	1.81%	2.89%	"815,775"	"605,871,470,000"	--	0
"2013-04-25,四"	2488.2	2507.8	2450.4	2460.8	-1.28%	2.30%	"948,447"	"705,144,140,000"	--	0
"2013-04-26,五"	2469.8	2490	2430.6	2439.8	-0.85%	2.41%	"723,431"	"534,376,790,000"	--	0
"2013-05-02,四"	2426	2446.6	2415	2439.4	-0.02%	1.30%	"548,723"	"400,184,490,000"	--	0
"2013-05-03,五"	2451.6	2521.2	2447.2	2486.6	1.93%	3.03%	"817,425"	"610,392,990,000"	--	0
"2013-05-06,一"	2503.8	2527.8	2492.4	2509.2	0.91%	1.42%	"704,012"	"530,490,460,000"	--	0
"2013-05-07,二"	2509	2531.6	2495	2525	0.63%	1.46%	"664,753"	"501,172,220,000"	--	0
"2013-05-08,三"	2533.6	2563	2525.6	2542.8	0.70%	1.48%	"705,759"	"537,956,020,000"	--	0
"2013-05-09,四"	2538	2542	2502.2	2520.8	-0.87%	1.57%	"645,378"	"488,569,890,000"	--	0
"2013-05-10,五"	2511.8	2545.6	2508	2541.4	0.82%	1.49%	"725,644"	"550,051,640,000"	--	0
"2013-05-13,一"	2541	2544.8	2505.8	2514.6	-1.05%	1.53%	"594,826"	"450,446,280,000"	--	0
"2013-05-14,二"	2516.2	2522.8	2461.6	2484.6	-1.19%	2.43%	"531,640"	"396,758,930,000"	--	0
"2013-05-15,三"	2492.8	2497.2	2480.2	2488	0.14%	0.68%	"194,885"	"145,486,110,000"	--	0
"2013-05-16,四"	2487.6	2549.8	2480	2549	2.45%	2.81%	"118,777"	"89,648,591,000"	--	0
"2013-05-17,五"	2548.4	2579	2543.2	2576.6	1.08%	1.40%	"44,914"	"34,465,658,000"	--	0
"2013-05-20,一"	2579.2	2617	2574.4	2593.8	0.67%	1.65%	"696,900"	"542,705,970,000"	--	0
"2013-05-21,二"	2593.6	2607	2582.4	2599.6	0.22%	0.95%	"582,493"	"453,546,600,000"	--	0
"2013-05-22,三"	2602	2616.8	2590.6	2602	0.09%	1.01%	"720,708"	"562,814,960,000"	--	0
"2013-05-23,四"	2589.6	2613.8	2562	2570.8	-1.20%	1.99%	"809,119"	"628,665,170,000"	--	0
"2013-05-24,五"	2583.8	2605	2558.8	2588	0.67%	1.80%	"849,492"	"658,711,130,000"	--	0
"2013-05-27,一"	2578	2602	2572	2573.6	-0.56%	1.16%	"635,012"	"492,498,430,000"	--	0
"2013-05-28,二"	2573.6	2634.8	2565.8	2633.2	2.32%	2.68%	"812,248"	"632,254,360,000"	--	0
"2013-05-29,三"	2638	2656	2623	2627.2	-0.23%	1.25%	"600,387"	"475,478,120,000"	--	0
"2013-05-30,四"	2625.6	2637.2	2612	2625	-0.08%	0.96%	"590,059"	"465,151,510,000"	--	0
"2013-05-31,五"	2633.6	2639.4	2588	2600	-0.95%	1.96%	"662,696"	"520,765,540,000"	--	0
"2013-06-03,一"	2604.4	2620	2589	2597	-0.12%	1.19%	"579,487"	"452,578,820,000"	--	0
"2013-06-04,二"	2597	2599.8	2550.2	2562.6	-1.32%	1.91%	"670,940"	"517,158,060,000"	--	0
"2013-06-05,三"	2564.6	2567.4	2544.2	2553.8	-0.34%	0.91%	"470,589"	"360,764,580,000"	--	0
"2013-06-06,四"	2548	2559	2530.4	2534.8	-0.74%	1.12%	"579,967"	"442,765,250,000"	--	0
"2013-06-07,五"	2536.2	2539.6	2467	2476.4	-2.30%	2.86%	"603,987"	"453,750,250,000"	--	0
"2013-06-13,四"	2459.4	2459.8	2365.2	2383.6	-3.75%	3.82%	"569,989"	"409,462,770,000"	--	0
"2013-06-14,五"	2394	2409	2386.2	2395.6	0.50%	0.96%	"448,656"	"322,640,860,000"	--	0
"2013-06-17,一"	2406.4	2421	2385.8	2396.2	0.03%	1.47%	"513,790"	"369,958,360,000"	--	0
"2013-06-18,二"	2406	2414.2	2365.2	2405.2	0.38%	2.04%	"525,066"	"377,990,240,000"	--	0
"2013-06-19,三"	2404	2404	2350.4	2395	-0.42%	2.23%	"400,730"	"285,945,450,000"	--	0
"2013-06-20,四"	2380	2384	2324	2329.8	-2.72%	2.51%	"115,623"	"81,869,279,000"	--	0
"2013-06-21,五"	2312.8	2322.6	2277.6	2315.6	-0.61%	1.93%	"57,266"	"39,596,387,000"	--	0
"2013-06-24,一"	2290.2	2291.4	2131	2133	-7.89%	6.93%	"891,789"	"591,829,240,000"	--	0
"2013-06-25,二"	2129.8	2147.8	1996	2112.8	-0.95%	7.12%	"1,264,711"	"795,317,090,000"	--	0
"2013-06-26,三"	2125	2151	2093.6	2122.4	0.45%	2.72%	"954,148"	"606,123,010,000"	--	0
"2013-06-27,四"	2134.6	2180	2095	2119	-0.16%	4.00%	"1,050,165"	"674,160,370,000"	--	0
"2013-06-28,五"	2116	2217.8	2098	2168.6	2.34%	5.65%	"1,253,068"	"808,745,610,000"	--	0
"2013-07-01,一"	2158	2173.8	2106.8	2163.4	-0.24%	3.09%	"932,091"	"600,609,850,000"	--	0
"2013-07-02,二"	2170	2173.4	2133	2161.4	-0.09%	1.87%	"889,217"	"575,065,890,000"	--	0
"2013-07-03,三"	2150.4	2162.6	2109.6	2146	-0.71%	2.45%	"936,496"	"600,721,250,000"	--	0
"2013-07-04,四"	2140.6	2203	2122.2	2171	1.16%	3.77%	"1,118,878"	"725,814,940,000"	--	0
"2013-07-05,五"	2180	2205	2170.2	2173.6	0.12%	1.60%	"881,296"	"577,442,610,000"	--	0
"2013-07-08,一"	2145	2165	2104	2128.8	-2.06%	2.81%	"872,452"	"559,068,760,000"	--	0
"2013-07-09,二"	2135	2144	2122.8	2127.2	-0.08%	1.00%	"640,361"	"410,072,300,000"	--	0
"2013-07-10,三"	2117	2207	2112	2204	3.61%	4.47%	"1,026,508"	"663,923,710,000"	--	0
"2013-07-11,四"	2215	2360.8	2211	2321	5.31%	6.80%	"1,176,960"	"806,139,380,000"	--	0
"2013-07-12,五"	2318	2325.6	2255	2277	-1.90%	3.04%	"776,084"	"534,474,020,000"	--	0
"2013-07-15,一"	2297.6	2342	2266	2291.4	0.63%	3.34%	"934,391"	"644,549,350,000"	--	0
"2013-07-16,二"	2287.6	2311.8	2261.2	2305	0.59%	2.21%	"833,735"	"572,445,960,000"	--	0
"2013-07-17,三"	2295.4	2325.8	2275.6	2282.4	-0.98%	2.18%	"712,757"	"491,633,580,000"	--	0
"2013-07-18,四"	2275.6	2282.6	2233.2	2243.4	-1.71%	2.16%	"218,387"	"147,705,320,000"	--	0
"2013-07-19,五"	2251.8	2257.8	2216.8	2217	-1.18%	1.83%	"70,856"	"47,628,285,000"	--	0
"2013-07-22,一"	2140	2181.4	2124	2168	-2.21%	2.59%	"852,452"	"552,173,120,000"	--	0
"2013-07-23,二"	2171.6	2269.2	2171.6	2243	3.46%	4.50%	"1,123,777"	"753,053,410,000"	--	0
"2013-07-24,三"	2228.6	2242.8	2171.2	2232.4	-0.47%	3.19%	"980,054"	"650,759,700,000"	--	0
"2013-07-25,四"	2227.8	2259.8	2191	2209.8	-1.01%	3.08%	"1,113,890"	"743,709,380,000"	--	0
"2013-07-26,五"	2200.8	2218.2	2171.6	2192	-0.81%	2.11%	"879,735"	"580,081,080,000"	--	0
